technique,image_id,roi_index,roi_pixels_w,roi_pixels_h,roi_binary_bytes,roi_base64_chars,roi_base64_bytes_utf8,roi_data_url_bytes_utf8,roi_x,roi_y,roi_box_w,roi_box_h,roi_score,roi_label
GazeRoi+GlobalThumb,100215_4_2.jpg,0,81,46,1711,2284,2284,2307,45,3,81,46,1.000000,
GazeRoi+GlobalThumb,100215_4_3.jpg,0,67,67,1641,2188,2188,2211,147,10,67,67,1.000000,
GazeRoi+GlobalThumb,100215_4_4.jpg,0,42,98,1798,2400,2400,2423,182,63,42,98,1.000000,
GazeRoi+GlobalThumb,100226_77_1.jpg,0,53,46,1545,2060,2060,2083,87,49,53,46,1.000000,
GazeRoi+GlobalThumb,100226_77_2.jpg,0,155,60,4245,5660,5660,5683,24,129,155,60,1.000000,
GazeRoi+GlobalThumb,100226_77_all.jpg,0,133,141,5271,7028,7028,7051,35,38,133,141,1.000000,
GazeRoi+GlobalThumb,100245_49_1.jpg,0,151,74,3804,5072,5072,5095,7,150,151,74,1.000000,
GazeRoi+GlobalThumb,100245_49_2.jpg,0,190,91,5864,7820,7820,7843,10,84,190,91,1.000000,
GazeRoi+GlobalThumb,100245_49_all.jpg,0,151,123,5384,7180,7180,7203,21,94,151,123,1.000000,
GazeRoi+GlobalThumb,100271_64_1.jpg,0,190,74,4954,6608,6608,6631,3,108,190,74,1.000000,
GazeRoi+GlobalThumb,100271_64_2.jpg,0,53,67,1725,2300,2300,2323,164,63,53,67,1.000000,
GazeRoi+GlobalThumb,100271_64_3.jpg,0,53,53,1724,2300,2300,2323,31,49,53,53,1.000000,
GazeRoi+GlobalThumb,100271_64_4.jpg,0,60,98,2572,3432,3432,3455,45,0,60,98,1.000000,
GazeRoi+GlobalThumb,100271_64_5.jpg,0,81,39,1918,2560,2560,2583,52,119,81,39,1.000000,
GazeRoi+GlobalThumb,100344_7_1.jpg,0,113,112,4521,6028,6028,6051,31,84,113,112,1.000000,
GazeRoi+GlobalThumb,100344_7_3.jpg,0,165,84,5631,7508,7508,7531,24,84,165,84,1.000000,
GazeRoi+GlobalThumb,100344_7_4.jpg,0,39,42,1312,1752,1752,1775,161,119,39,42,1.000000,
GazeRoi+GlobalThumb,100344_7_5.jpg,0,46,42,1515,2020,2020,2043,77,77,46,42,1.000000,
GazeRoi+GlobalThumb,100344_7_6.jpg,0,140,60,3820,5096,5096,5119,0,66,140,60,1.000000,
GazeRoi+GlobalThumb,100344_7_7.jpg,0,63,112,2497,3332,3332,3355,161,0,63,112,1.000000,
GazeRoi+GlobalThumb,100395_45_1.jpg,0,50,57,1696,2264,2264,2287,136,150,50,57,1.000000,
GazeRoi+GlobalThumb,100395_45_2.jpg,0,46,81,1688,2252,2252,2275,147,0,46,81,1.000000,
GazeRoi+GlobalThumb,100395_45_3.jpg,0,53,85,1870,2496,2496,2519,21,66,53,85,1.000000,
GazeRoi+GlobalThumb,100395_45_4.jpg,0,172,123,6109,8148,8148,8171,52,101,172,123,1.000000,
GazeRoi+GlobalThumb,100396_53_1.jpg,0,92,109,4824,6432,6432,6455,45,73,92,109,1.000000,
GazeRoi+GlobalThumb,100396_53_2.jpg,0,60,53,2276,3036,3036,3059,59,94,60,53,1.000000,
GazeRoi+GlobalThumb,100396_53_3.jpg,0,190,85,7284,9712,9712,9735,3,10,190,85,1.000000,
GazeRoi+GlobalThumb,100396_53_all.jpg,0,172,144,10493,13992,13992,14015,10,17,172,144,1.000000,
GazeRoi+GlobalThumb,100407_48_1.jpg,0,56,74,2666,3556,3556,3579,91,35,56,74,1.000000,
GazeRoi+GlobalThumb,100407_48_2.jpg,0,214,224,15020,20028,20028,20051,10,0,214,224,1.000000,
GazeRoi+GlobalThumb,100407_48_3.jpg,0,53,88,1685,2248,2248,2271,164,31,53,88,1.000000,
GazeRoi+GlobalThumb,100409_6_1.jpg,0,176,200,10541,14056,14056,14079,3,0,176,200,1.000000,
GazeRoi+GlobalThumb,100409_6_2.jpg,0,53,91,2189,2920,2920,2943,91,42,53,91,1.000000,
GazeRoi+GlobalThumb,100409_6_3.jpg,0,57,39,1506,2008,2008,2031,164,185,57,39,1.000000,
GazeRoi+GlobalThumb,100413_53_1.jpg,0,81,116,3900,5200,5200,5223,38,84,81,116,1.000000,
GazeRoi+GlobalThumb,100413_53_2.jpg,0,126,151,6927,9236,9236,9259,91,10,126,151,1.000000,
GazeRoi+GlobalThumb,100482_51_1.jpg,0,127,158,6177,8236,8236,8259,3,49,127,158,1.000000,
GazeRoi+GlobalThumb,100482_51_all.jpg,0,127,158,6177,8236,8236,8259,3,49,127,158,1.000000,
GazeRoi+GlobalThumb,100485_68_1.jpg,0,193,204,11961,15948,15948,15971,31,3,193,204,1.000000,
GazeRoi+GlobalThumb,100485_68_2.jpg,0,46,84,2284,3048,3048,3071,178,140,46,84,1.000000,
GazeRoi+GlobalThumb,100485_68_3.jpg,0,84,60,2868,3824,3824,3847,126,101,84,60,1.000000,
GazeRoi+GlobalThumb,100486_82_1.jpg,0,53,123,3109,4148,4148,4171,63,91,53,123,1.000000,
GazeRoi+GlobalThumb,100486_82_2.jpg,0,74,42,1399,1868,1868,1891,66,182,74,42,1.000000,
GazeRoi+GlobalThumb,100486_82_3.jpg,0,172,186,9218,12292,12292,12315,35,38,172,186,1.000000,
GazeRoi+GlobalThumb,100486_82_4.jpg,0,144,56,2294,3060,3060,3083,31,0,144,56,1.000000,
GazeRoi+GlobalThumb,100486_82_all.jpg,0,158,182,8444,11260,11260,11283,38,42,158,182,1.000000,
GazeRoi+GlobalThumb,100539_47_1.jpg,0,158,98,8381,11176,11176,11199,38,63,158,98,1.000000,
GazeRoi+GlobalThumb,100539_47_2.jpg,0,49,57,2179,2908,2908,2931,112,94,49,57,1.000000,
GazeRoi+GlobalThumb,100539_47_3.jpg,0,39,63,1684,2248,2248,2271,185,126,39,63,1.000000,
GazeRoi+GlobalThumb,100539_47_6.jpg,0,116,92,6014,8020,8020,8043,3,31,116,92,1.000000,
GazeRoi+GlobalThumb,100564_62_1.jpg,0,120,155,8351,11136,11136,11159,38,45,120,155,1.000000,
GazeRoi+GlobalThumb,100564_62_2.jpg,0,119,126,7197,9596,9596,9619,56,63,119,126,1.000000,
GazeRoi+GlobalThumb,100564_62_3.jpg,0,77,102,2725,3636,3636,3659,147,0,77,102,1.000000,
GazeRoi+GlobalThumb,100564_62_all.jpg,0,210,179,14789,19720,19720,19743,14,0,210,179,1.000000,
GazeRoi+GlobalThumb,100581_5_1.jpg,0,53,50,1932,2576,2576,2599,161,157,53,50,1.000000,
GazeRoi+GlobalThumb,100581_5_2.jpg,0,39,35,1344,1792,1792,1815,14,189,39,35,1.000000,
GazeRoi+GlobalThumb,100581_5_3.jpg,0,137,197,8637,11516,11516,11539,35,17,137,197,1.000000,
GazeRoi+GlobalThumb,100581_5_4.jpg,0,46,49,1340,1788,1788,1811,49,175,46,49,1.000000,
GazeRoi+GlobalThumb,100599_17_1.jpg,0,64,85,2945,3928,3928,3951,59,80,64,85,1.000000,
GazeRoi+GlobalThumb,100599_17_2.jpg,0,53,53,1973,2632,2632,2655,129,70,53,53,1.000000,
GazeRoi+GlobalThumb,100599_17_3.jpg,0,53,60,2122,2832,2832,2855,122,56,53,60,1.000000,
GazeRoi+GlobalThumb,100599_17_4.jpg,0,71,57,1744,2328,2328,2351,87,3,71,57,1.000000,
GazeRoi+GlobalThumb,100603_64_1.jpg,0,67,84,3434,4580,4580,4603,66,133,67,84,1.000000,
GazeRoi+GlobalThumb,100603_64_2.jpg,0,60,81,2264,3020,3020,3043,164,108,60,81,1.000000,
GazeRoi+GlobalThumb,100603_64_3.jpg,0,46,39,1441,1924,1924,1947,59,133,46,39,1.000000,
GazeRoi+GlobalThumb,100603_64_4.jpg,0,151,67,3425,4568,4568,4591,63,28,151,67,1.000000,
GazeRoi+GlobalThumb,100603_64_5.jpg,0,78,46,1186,1584,1584,1607,108,0,78,46,1.000000,
GazeRoi+GlobalThumb,100603_64_6.jpg,0,49,81,2344,3128,3128,3151,0,17,49,81,1.000000,
GazeRoi+GlobalThumb,100638_45_1.jpg,0,158,168,6800,9068,9068,9091,38,56,158,168,1.000000,
GazeRoi+GlobalThumb,100638_45_2.jpg,0,42,95,2300,3068,3068,3091,182,108,42,95,1.000000,
GazeRoi+GlobalThumb,100638_45_3.jpg,0,119,179,6059,8080,8080,8103,0,0,119,179,1.000000,
GazeRoi+GlobalThumb,100638_45_4.jpg,0,46,53,1122,1496,1496,1519,66,147,46,53,1.000000,
GazeRoi+GlobalThumb,100638_45_5.jpg,0,74,71,1138,1520,1520,1543,122,17,74,71,1.000000,
GazeRoi+GlobalThumb,100667_80_1.jpg,0,95,74,3335,4448,4448,4471,42,45,95,74,1.000000,
GazeRoi+GlobalThumb,100667_80_all.jpg,0,95,74,3335,4448,4448,4471,42,45,95,74,1.000000,
GazeRoi+GlobalThumb,100668_102_1.jpg,0,50,74,2667,3556,3556,3579,136,87,50,74,1.000000,
GazeRoi+GlobalThumb,100668_102_2.jpg,0,43,53,2049,2732,2732,2755,143,24,43,53,1.000000,
GazeRoi+GlobalThumb,100668_102_3.jpg,0,137,105,6837,9116,9116,9139,56,42,137,105,1.000000,
GazeRoi+GlobalThumb,100668_102_all.jpg,0,130,112,7035,9380,9380,9403,63,28,130,112,1.000000,
GazeRoi+GlobalThumb,100669_8_1.jpg,0,85,64,2774,3700,3700,3723,115,150,85,64,1.000000,
GazeRoi+GlobalThumb,100669_8_2.jpg,0,123,133,5831,7776,7776,7799,7,56,123,133,1.000000,
GazeRoi+GlobalThumb,100669_8_3.jpg,0,151,172,9114,12152,12152,12175,59,31,151,172,1.000000,
GazeRoi+GlobalThumb,100669_8_4.jpg,0,74,53,2333,3112,3112,3135,35,154,74,53,1.000000,
GazeRoi+GlobalThumb,100753_70_1.jpg,0,172,148,10318,13760,13760,13783,7,31,172,148,1.000000,
GazeRoi+GlobalThumb,100753_70_2.jpg,0,60,46,1637,2184,2184,2207,0,0,60,46,1.000000,
GazeRoi+GlobalThumb,100753_70_all.jpg,0,186,144,11473,15300,15300,15323,0,0,186,144,1.000000,
GazeRoi+GlobalThumb,100817_21_1.jpg,0,67,84,3188,4252,4252,4275,73,0,67,84,1.000000,
GazeRoi+GlobalThumb,100817_21_2.jpg,0,74,53,2073,2764,2764,2787,45,70,74,53,1.000000,
GazeRoi+GlobalThumb,100817_21_3.jpg,0,63,53,2153,2872,2872,2895,105,52,63,53,1.000000,
GazeRoi+GlobalThumb,100817_21_4.jpg,0,179,158,11633,15512,15512,15535,31,10,179,158,1.000000,
GazeRoi+GlobalThumb,10082_58_1.jpg,0,175,147,8410,11216,11216,11239,35,21,175,147,1.000000,
GazeRoi+GlobalThumb,10082_58_2.jpg,0,186,147,9307,12412,12412,12435,35,0,186,147,1.000000,
GazeRoi+GlobalThumb,10082_58_3.jpg,0,43,53,1261,1684,1684,1707,10,21,43,53,1.000000,
GazeRoi+GlobalThumb,10082_58_4.jpg,0,32,123,1314,1752,1752,1775,0,84,32,123,1.000000,
GazeRoi+GlobalThumb,10082_58_5.jpg,0,175,119,6288,8384,8384,8407,21,105,175,119,1.000000,
GazeRoi+GlobalThumb,10082_58_6.jpg,0,53,39,1478,1972,1972,1995,38,0,53,39,1.000000,
GazeRoi+GlobalThumb,100836_35_1.jpg,0,123,105,7619,10160,10160,10183,0,77,123,105,1.000000,
GazeRoi+GlobalThumb,100836_35_2.jpg,0,81,74,4074,5432,5432,5455,84,73,81,74,1.000000,
GazeRoi+GlobalThumb,100836_35_3.jpg,0,224,98,10534,14048,14048,14071,0,0,224,98,1.000000,
GazeRoi+GlobalThumb,100836_35_all.jpg,0,218,165,16878,22504,22504,22527,3,7,218,165,1.000000,
GazeRoi+GlobalThumb,100850_14_1.jpg,0,119,148,7710,10280,10280,10303,28,17,119,148,1.000000,
GazeRoi+GlobalThumb,100850_14_2.jpg,0,50,43,1736,2316,2316,2339,59,94,50,43,1.000000,
GazeRoi+GlobalThumb,100850_14_3.jpg,0,43,49,1629,2172,2172,2195,66,49,43,49,1.000000,
GazeRoi+GlobalThumb,100850_14_4.jpg,0,46,78,2078,2772,2772,2795,21,10,46,78,1.000000,
GazeRoi+GlobalThumb,100850_14_5.jpg,0,130,67,4003,5340,5340,5363,17,122,130,67,1.000000,
GazeRoi+GlobalThumb,100850_14_6.jpg,0,140,63,3130,4176,4176,4199,0,161,140,63,1.000000,
GazeRoi+GlobalThumb,100850_14_7.jpg,0,92,207,6174,8232,8232,8255,129,0,92,207,1.000000,
GazeRoi+GlobalThumb,100896_17_1.jpg,0,67,106,4078,5440,5440,5463,84,31,67,106,1.000000,
GazeRoi+GlobalThumb,100896_17_2.jpg,0,46,88,2088,2784,2784,2807,98,87,46,88,1.000000,
GazeRoi+GlobalThumb,100896_17_3.jpg,0,57,42,1841,2456,2456,2479,136,0,57,42,1.000000,
GazeRoi+GlobalThumb,100896_17_4.jpg,0,42,39,1206,1608,1608,1631,7,98,42,39,1.000000,
GazeRoi+GlobalThumb,100896_17_5.jpg,0,39,46,1331,1776,1776,1799,0,21,39,46,1.000000,
GazeRoi+GlobalThumb,10094_43_1.jpg,0,140,78,5138,6852,6852,6875,21,10,140,78,1.000000,
GazeRoi+GlobalThumb,10094_43_2.jpg,0,77,53,2901,3868,3868,3891,70,45,77,53,1.000000,
GazeRoi+GlobalThumb,10094_43_3.jpg,0,64,60,1387,1852,1852,1875,31,108,64,60,1.000000,
GazeRoi+GlobalThumb,100990_6_1.jpg,0,123,158,6853,9140,9140,9163,17,59,123,158,1.000000,
GazeRoi+GlobalThumb,100990_6_2.jpg,0,67,46,1600,2136,2136,2159,119,168,67,46,1.000000,
GazeRoi+GlobalThumb,100990_6_3.jpg,0,53,81,2189,2920,2920,2943,171,105,53,81,1.000000,
GazeRoi+GlobalThumb,100990_6_4.jpg,0,130,53,4251,5668,5668,5691,77,56,130,53,1.000000,
GazeRoi+GlobalThumb,100990_6_5.jpg,0,53,84,2545,3396,3396,3419,59,7,53,84,1.000000,
GazeRoi+GlobalThumb,100990_6_6.jpg,0,123,67,4034,5380,5380,5403,35,21,123,67,1.000000,
GazeRoi+GlobalThumb,101038_36_1.jpg,0,151,113,7782,10376,10376,10399,17,94,151,113,1.000000,
GazeRoi+GlobalThumb,101038_36_2.jpg,0,42,53,1328,1772,1772,1795,56,3,42,53,1.000000,
GazeRoi+GlobalThumb,101038_36_3.jpg,0,39,53,1352,1804,1804,1827,0,28,39,53,1.000000,
GazeRoi+GlobalThumb,101038_36_all.jpg,0,161,193,12628,16840,16840,16863,0,3,161,193,1.000000,
GazeRoi+GlobalThumb,10104_17_1.jpg,0,88,67,3990,5320,5320,5343,63,56,88,67,1.000000,
GazeRoi+GlobalThumb,10104_17_2.jpg,0,56,53,2474,3300,3300,3323,98,94,56,53,1.000000,
GazeRoi+GlobalThumb,10104_17_3.jpg,0,127,74,3013,4020,4020,4043,10,14,127,74,1.000000,
GazeRoi+GlobalThumb,101065_21_1.jpg,0,224,158,14287,19052,19052,19075,0,38,224,158,1.000000,
GazeRoi+GlobalThumb,101065_21_2.jpg,0,183,193,15177,20236,20236,20259,10,0,183,193,1.000000,
GazeRoi+GlobalThumb,101090_74_1.jpg,0,46,116,3218,4292,4292,4315,168,35,46,116,1.000000,
GazeRoi+GlobalThumb,101090_74_2.jpg,0,53,147,3375,4500,4500,4523,112,28,53,147,1.000000,
GazeRoi+GlobalThumb,101090_74_3.jpg,0,78,106,3366,4488,4488,4511,3,59,78,106,1.000000,
GazeRoi+GlobalThumb,101090_74_4.jpg,0,53,172,3570,4760,4760,4783,56,3,53,172,1.000000,
GazeRoi+GlobalThumb,101090_74_5.jpg,0,35,95,2260,3016,3016,3039,189,115,35,95,1.000000,
GazeRoi+GlobalThumb,101223_39_1.jpg,0,77,81,2416,3224,3224,3247,0,77,77,81,1.000000,
GazeRoi+GlobalThumb,101223_39_2.jpg,0,154,120,6198,8264,8264,8287,49,59,154,120,1.000000,
GazeRoi+GlobalThumb,101223_39_all.jpg,0,197,119,7153,9540,9540,9563,3,56,197,119,1.000000,
GazeRoi+GlobalThumb,101252_33_1.jpg,0,53,112,3398,4532,4532,4555,84,56,53,112,1.000000,
GazeRoi+GlobalThumb,101252_33_3.jpg,0,224,67,5718,7624,7624,7647,0,10,224,67,1.000000,
GazeRoi+GlobalThumb,101252_33_4.jpg,0,196,123,9645,12860,12860,12883,28,0,196,123,1.000000,
GazeRoi+GlobalThumb,101252_33_5.jpg,0,224,207,19196,25596,25596,25619,0,0,224,207,1.000000,
GazeRoi+GlobalThumb,101252_33_6.jpg,0,39,32,1158,1544,1544,1567,105,0,39,32,1.000000,
GazeRoi+GlobalThumb,101304_9_1.jpg,0,151,147,8262,11016,11016,11039,73,35,151,147,1.000000,
GazeRoi+GlobalThumb,101304_9_2.jpg,0,81,98,4047,5396,5396,5419,101,70,81,98,1.000000,
GazeRoi+GlobalThumb,101304_9_all.jpg,0,207,189,11115,14820,14820,14843,17,35,207,189,1.000000,
GazeRoi+GlobalThumb,101319_95_1.jpg,0,60,56,2139,2852,2852,2875,87,126,60,56,1.000000,
GazeRoi+GlobalThumb,101319_95_2.jpg,0,172,85,6010,8016,8016,8039,52,38,172,85,1.000000,
GazeRoi+GlobalThumb,101319_95_3.jpg,0,32,127,1906,2544,2544,2567,0,38,32,127,1.000000,
GazeRoi+GlobalThumb,101319_95_4.jpg,0,67,46,1872,2496,2496,2519,42,80,67,46,1.000000,
GazeRoi+GlobalThumb,101319_95_5.jpg,0,60,39,1649,2200,2200,2223,56,70,60,39,1.000000,
GazeRoi+GlobalThumb,101328_39_1.jpg,0,84,53,2698,3600,3600,3623,70,80,84,53,1.000000,
GazeRoi+GlobalThumb,101328_39_2.jpg,0,98,109,4021,5364,5364,5387,63,7,98,109,1.000000,
GazeRoi+GlobalThumb,101328_39_3.jpg,0,161,144,7930,10576,10576,10599,14,42,161,144,1.000000,
GazeRoi+GlobalThumb,101357_53_1.jpg,0,186,123,6049,8068,8068,8091,0,21,186,123,1.000000,
GazeRoi+GlobalThumb,101357_53_2.jpg,0,137,85,3217,4292,4292,4315,21,31,137,85,1.000000,
GazeRoi+GlobalThumb,101357_53_3.jpg,0,35,81,1626,2168,2168,2191,189,112,35,81,1.000000,
GazeRoi+GlobalThumb,101357_53_4.jpg,0,112,42,2161,2884,2884,2907,28,0,112,42,1.000000,
GazeRoi+GlobalThumb,101369_47_1.jpg,0,71,84,2121,2828,2828,2851,143,14,71,84,1.000000,
GazeRoi+GlobalThumb,101369_47_2.jpg,0,172,92,4963,6620,6620,6643,35,94,172,92,1.000000,
GazeRoi+GlobalThumb,101369_47_3.jpg,0,46,50,1435,1916,1916,1939,7,129,46,50,1.000000,
GazeRoi+GlobalThumb,101369_47_4.jpg,0,207,91,5018,6692,6692,6715,14,7,207,91,1.000000,
GazeRoi+GlobalThumb,101476_95_1.jpg,0,71,74,2695,3596,3596,3619,66,80,71,74,1.000000,
GazeRoi+GlobalThumb,101476_95_2.jpg,0,140,74,4668,6224,6224,6247,70,143,140,74,1.000000,
GazeRoi+GlobalThumb,101476_95_3.jpg,0,57,60,2008,2680,2680,2703,3,73,57,60,1.000000,
GazeRoi+GlobalThumb,101476_95_4.jpg,0,123,63,3963,5284,5284,5307,21,14,123,63,1.000000,
GazeRoi+GlobalThumb,101476_95_5.jpg,0,221,102,8235,10980,10980,11003,3,0,221,102,1.000000,
GazeRoi+GlobalThumb,101491_52_1.jpg,0,70,141,3467,4624,4624,4647,42,66,70,141,1.000000,
GazeRoi+GlobalThumb,101491_52_2.jpg,0,130,116,5886,7848,7848,7871,52,10,130,116,1.000000,
GazeRoi+GlobalThumb,101491_52_all.jpg,0,137,203,8801,11736,11736,11759,49,7,137,203,1.000000,
GazeRoi+GlobalThumb,1014_48_1.jpg,0,74,70,3031,4044,4044,4067,70,91,74,70,1.000000,
GazeRoi+GlobalThumb,1014_48_2.jpg,0,53,49,1728,2304,2304,2327,14,133,53,49,1.000000,
GazeRoi+GlobalThumb,1014_48_3.jpg,0,56,42,1712,2284,2284,2307,105,182,56,42,1.000000,
GazeRoi+GlobalThumb,1014_48_4.jpg,0,161,200,13291,17724,17724,17747,0,24,161,200,1.000000,
GazeRoi+GlobalThumb,1014_48_5.jpg,0,207,119,10260,13680,13680,13703,3,28,207,119,1.000000,
GazeRoi+GlobalThumb,101522_60_1.jpg,0,64,46,2020,2696,2696,2719,87,63,64,46,1.000000,
GazeRoi+GlobalThumb,101552_7_1.jpg,0,123,98,5086,6784,6784,6807,35,112,123,98,1.000000,
GazeRoi+GlobalThumb,101552_7_2.jpg,0,49,64,1845,2460,2460,2483,77,157,49,64,1.000000,
GazeRoi+GlobalThumb,101552_7_3.jpg,0,53,63,1818,2424,2424,2447,101,112,53,63,1.000000,
GazeRoi+GlobalThumb,101552_7_4.jpg,0,43,46,1754,2340,2340,2363,178,115,43,46,1.000000,
GazeRoi+GlobalThumb,101571_90_1.jpg,0,221,197,19635,26180,26180,26203,0,24,221,197,1.000000,
GazeRoi+GlobalThumb,10161_79_1.jpg,0,84,88,3470,4628,4628,4651,28,94,84,88,1.000000,
GazeRoi+GlobalThumb,10161_79_2.jpg,0,186,189,11223,14964,14964,14987,31,0,186,189,1.000000,
GazeRoi+GlobalThumb,10161_79_3.jpg,0,74,46,1450,1936,1936,1959,3,171,74,46,1.000000,
GazeRoi+GlobalThumb,101646_97_1.jpg,0,106,77,3233,4312,4312,4335,38,84,106,77,1.000000,
GazeRoi+GlobalThumb,101646_97_2.jpg,0,50,57,1808,2412,2412,2435,17,73,50,57,1.000000,
GazeRoi+GlobalThumb,101646_97_3.jpg,0,60,57,2343,3124,3124,3147,3,10,60,57,1.000000,
GazeRoi+GlobalThumb,101646_97_4.jpg,0,98,39,2385,3180,3180,3203,14,56,98,39,1.000000,
GazeRoi+GlobalThumb,101646_97_5.jpg,0,105,49,2457,3276,3276,3299,70,0,105,49,1.000000,
GazeRoi+GlobalThumb,101646_97_6.jpg,0,39,35,1181,1576,1576,1599,49,0,39,35,1.000000,
GazeRoi+GlobalThumb,101647_34_1.jpg,0,77,70,2135,2848,2848,2871,119,112,77,70,1.000000,
GazeRoi+GlobalThumb,101647_34_2.jpg,0,39,49,1383,1844,1844,1867,185,126,39,49,1.000000,
GazeRoi+GlobalThumb,101647_34_3.jpg,0,42,141,2505,3340,3340,3363,182,45,42,141,1.000000,
GazeRoi+GlobalThumb,101702_125_1.jpg,0,67,84,3628,4840,4840,4863,59,84,67,84,1.000000,
GazeRoi+GlobalThumb,101702_125_2.jpg,0,165,95,9045,12060,12060,12083,35,0,165,95,1.000000,
GazeRoi+GlobalThumb,101720_78_1.jpg,0,91,53,2370,3160,3160,3183,77,87,91,53,1.000000,
GazeRoi+GlobalThumb,101720_78_3.jpg,0,53,49,1333,1780,1780,1803,150,7,53,49,1.000000,
GazeRoi+GlobalThumb,101720_78_4.jpg,0,224,144,8372,11164,11164,11187,0,0,224,144,1.000000,
GazeRoi+GlobalThumb,101738_110_1.jpg,0,158,81,4911,6548,6548,6571,63,63,158,81,1.000000,
GazeRoi+GlobalThumb,101738_110_2.jpg,0,123,99,5135,6848,6848,6871,70,52,123,99,1.000000,
GazeRoi+GlobalThumb,101738_110_3.jpg,0,88,70,1955,2608,2608,2631,87,0,88,70,1.000000,
GazeRoi+GlobalThumb,101738_110_all.jpg,0,116,99,3883,5180,5180,5203,77,3,116,99,1.000000,
GazeRoi+GlobalThumb,101742_64_1.jpg,0,189,105,7717,10292,10292,10315,28,21,189,105,1.000000,
GazeRoi+GlobalThumb,101761_9_1.jpg,0,214,179,8607,11476,11476,11499,7,45,214,179,1.000000,
GazeRoi+GlobalThumb,101761_9_2.jpg,0,67,127,3578,4772,4772,4795,112,17,67,127,1.000000,
