technique,image_id,roi_index,roi_pixels_w,roi_pixels_h,roi_binary_bytes,roi_base64_chars,roi_base64_bytes_utf8,roi_data_url_bytes_utf8,roi_x,roi_y,roi_box_w,roi_box_h,roi_score,roi_label
GazeRoi+GlobalThumb,101252_33_3.jpg,0,31,31,915,1220,1220,1243,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101252_33_4.jpg,0,31,31,915,1220,1220,1243,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101252_33_5.jpg,0,32,32,958,1280,1280,1303,192,192,32,32,1.000000,
GazeRoi+GlobalThumb,101252_33_6.jpg,0,32,224,3416,4556,4556,4579,192,0,32,224,1.000000,
GazeRoi+GlobalThumb,101304_9_1.jpg,0,31,31,851,1136,1136,1159,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101304_9_2.jpg,0,31,31,851,1136,1136,1159,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101304_9_all.jpg,0,31,31,851,1136,1136,1159,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101319_95_1.jpg,0,31,31,850,1136,1136,1159,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101319_95_2.jpg,0,31,31,850,1136,1136,1159,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101319_95_3.jpg,0,224,32,2683,3580,3580,3603,0,192,224,32,1.000000,
GazeRoi+GlobalThumb,101319_95_4.jpg,0,31,31,850,1136,1136,1159,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101319_95_5.jpg,0,31,31,850,1136,1136,1159,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101328_39_1.jpg,0,31,31,785,1048,1048,1071,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101328_39_2.jpg,0,31,31,785,1048,1048,1071,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101328_39_3.jpg,0,31,31,785,1048,1048,1071,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101357_53_1.jpg,0,31,31,866,1156,1156,1179,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101357_53_2.jpg,0,31,31,866,1156,1156,1179,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101357_53_3.jpg,0,31,31,866,1156,1156,1179,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101357_53_4.jpg,0,32,32,897,1196,1196,1219,192,192,32,32,1.000000,
GazeRoi+GlobalThumb,101369_47_1.jpg,0,31,31,875,1168,1168,1191,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101369_47_2.jpg,0,31,31,875,1168,1168,1191,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101369_47_3.jpg,0,31,31,875,1168,1168,1191,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101369_47_4.jpg,0,31,31,875,1168,1168,1191,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101476_95_1.jpg,0,31,31,998,1332,1332,1355,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101476_95_2.jpg,0,31,31,998,1332,1332,1355,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101476_95_3.jpg,0,31,31,998,1332,1332,1355,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101476_95_4.jpg,0,32,32,1033,1380,1380,1403,192,192,32,32,1.000000,
GazeRoi+GlobalThumb,101476_95_5.jpg,0,32,32,1033,1380,1380,1403,192,192,32,32,1.000000,
GazeRoi+GlobalThumb,101491_52_1.jpg,0,31,31,793,1060,1060,1083,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101491_52_2.jpg,0,31,31,793,1060,1060,1083,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101491_52_all.jpg,0,31,31,793,1060,1060,1083,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,1014_48_1.jpg,0,31,31,875,1168,1168,1191,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,1014_48_2.jpg,0,31,31,875,1168,1168,1191,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,1014_48_3.jpg,0,31,31,875,1168,1168,1191,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,1014_48_4.jpg,0,32,32,900,1200,1200,1223,192,192,32,32,1.000000,
GazeRoi+GlobalThumb,1014_48_5.jpg,0,31,31,875,1168,1168,1191,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101522_60_1.jpg,0,31,31,866,1156,1156,1179,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101552_7_1.jpg,0,31,31,920,1228,1228,1251,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101552_7_2.jpg,0,31,31,920,1228,1228,1251,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101552_7_3.jpg,0,31,31,920,1228,1228,1251,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101552_7_4.jpg,0,31,31,920,1228,1228,1251,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101571_90_1.jpg,0,31,31,764,1020,1020,1043,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,10161_79_1.jpg,0,31,31,892,1192,1192,1215,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,10161_79_2.jpg,0,31,31,892,1192,1192,1215,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,10161_79_3.jpg,0,31,31,892,1192,1192,1215,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101646_97_1.jpg,0,31,31,835,1116,1116,1139,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101646_97_2.jpg,0,31,31,835,1116,1116,1139,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101646_97_3.jpg,0,31,31,835,1116,1116,1139,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101646_97_4.jpg,0,31,31,835,1116,1116,1139,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101646_97_5.jpg,0,31,31,835,1116,1116,1139,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101646_97_6.jpg,0,31,31,835,1116,1116,1139,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101647_34_1.jpg,0,31,31,900,1200,1200,1223,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101647_34_2.jpg,0,31,31,900,1200,1200,1223,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101647_34_3.jpg,0,31,31,900,1200,1200,1223,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101702_125_1.jpg,0,31,31,1032,1376,1376,1399,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101702_125_2.jpg,0,31,31,1032,1376,1376,1399,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101720_78_1.jpg,0,31,31,908,1212,1212,1235,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101720_78_3.jpg,0,31,31,908,1212,1212,1235,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101720_78_4.jpg,0,32,32,938,1252,1252,1275,192,192,32,32,1.000000,
GazeRoi+GlobalThumb,101738_110_1.jpg,0,31,31,855,1140,1140,1163,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101738_110_2.jpg,0,31,31,855,1140,1140,1163,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101738_110_3.jpg,0,31,31,855,1140,1140,1163,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101738_110_all.jpg,0,31,31,855,1140,1140,1163,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101742_64_1.jpg,0,31,31,806,1076,1076,1099,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101761_9_1.jpg,0,31,31,627,836,836,859,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101761_9_2.jpg,0,31,31,627,836,836,859,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101761_9_3.jpg,0,31,31,627,836,836,859,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101772_18_1.jpg,0,31,31,839,1120,1120,1143,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101772_18_2.jpg,0,31,31,839,1120,1120,1143,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101772_18_3.jpg,0,31,31,839,1120,1120,1143,193,193,31,31,1.000000,
GazeRoi+GlobalThumb,101772_18_all.jpg,0,31,31,839,1120,1120,1143,193,193,31,31,1.000000,
